labels,source,path
male_neutral,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/DC_n28.wav
male_sad,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JK_sa06.wav
male_sad,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JK_sa12.wav
male_sad,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JK_sa04.wav
male_sad,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JK_sa10.wav
male_neutral,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/DC_n16.wav
male_neutral,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/DC_n02.wav
male_neutral,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JK_n19.wav
male_neutral,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JK_n25.wav
male_angry,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JE_a09.wav
male_fear,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JK_f10.wav
male_fear,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JK_f04.wav
male_disgust,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/DC_d09.wav
male_disgust,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JK_d12.wav
male_sad,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/KL_sa02.wav
male_disgust,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JK_d06.wav
male_happy,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/DC_h04.wav
male_happy,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/DC_h10.wav
male_happy,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/DC_h11.wav
male_happy,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/DC_h05.wav
male_disgust,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JK_d07.wav
male_sad,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/KL_sa03.wav
male_disgust,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JK_d13.wav
male_disgust,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/DC_d08.wav
male_fear,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JK_f05.wav
male_fear,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JK_f11.wav
male_neutral,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JK_n30.wav
male_neutral,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JK_n24.wav
male_angry,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JE_a08.wav
male_neutral,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JK_n18.wav
male_neutral,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/DC_n03.wav
male_neutral,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/DC_n17.wav
male_sad,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JK_sa11.wav
male_sad,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JK_sa05.wav
male_neutral,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/KL_n17.wav
male_neutral,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/KL_n03.wav
male_surprise,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JE_su04.wav
male_surprise,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JE_su10.wav
male_happy,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JE_h12.wav
male_happy,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JE_h06.wav
male_fear,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JE_f09.wav
male_neutral,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JE_n14.wav
male_angry,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JK_a10.wav
male_neutral,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JE_n28.wav
male_angry,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JK_a04.wav
male_disgust,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/KL_d08.wav
male_sad,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/DC_sa11.wav
male_sad,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/DC_sa05.wav
male_happy,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/KL_h05.wav
male_happy,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/KL_h11.wav
male_happy,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/KL_h10.wav
male_happy,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/KL_h04.wav
male_sad,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/DC_sa04.wav
male_sad,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/DC_sa10.wav
male_disgust,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/KL_d09.wav
male_neutral,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JE_n29.wav
male_angry,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JK_a05.wav
male_angry,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JK_a11.wav
male_neutral,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JE_n15.wav
male_neutral,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JE_n01.wav
male_fear,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JE_f08.wav
male_happy,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JE_h07.wav
male_happy,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JE_h13.wav
male_surprise,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JE_su11.wav
male_surprise,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JE_su05.wav
male_neutral,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/KL_n02.wav
male_neutral,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/KL_n16.wav
male_neutral,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/KL_n14.wav
male_surprise,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JE_su13.wav
male_surprise,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JE_su07.wav
male_neutral,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/KL_n28.wav
male_disgust,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JE_d08.wav
male_happy,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JE_h05.wav
male_surprise,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/KL_su08.wav
male_happy,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JE_h11.wav
male_neutral,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JE_n17.wav
male_neutral,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JE_n03.wav
male_angry,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JK_a07.wav
male_angry,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JK_a13.wav
male_sad,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/DC_sa06.wav
male_sad,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/DC_sa12.wav
male_happy,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/KL_h12.wav
male_angry,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/DC_a08.wav
male_happy,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/KL_h06.wav
male_fear,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/KL_f09.wav
male_fear,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/KL_f08.wav
male_happy,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/KL_h07.wav
male_happy,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/KL_h13.wav
male_angry,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/DC_a09.wav
male_sad,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/DC_sa13.wav
male_sad,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/DC_sa07.wav
male_angry,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JK_a12.wav
male_angry,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JK_a06.wav
male_neutral,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JE_n02.wav
male_neutral,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JE_n16.wav
male_surprise,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/KL_su09.wav
male_happy,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JE_h10.wav
male_happy,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JE_h04.wav
male_disgust,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JE_d09.wav
male_neutral,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/KL_n29.wav
male_surprise,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JE_su06.wav
male_surprise,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JE_su12.wav
male_neutral,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/KL_n15.wav
male_neutral,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/KL_n01.wav
male_surprise,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JE_su02.wav
male_neutral,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/KL_n05.wav
male_neutral,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/KL_n11.wav
male_happy,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JE_h14.wav
male_angry,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JK_a02.wav
male_neutral,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JE_n12.wav
male_neutral,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JE_n06.wav
male_sad,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/DC_sa03.wav
male_happy,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/KL_h03.wav
male_happy,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/KL_h02.wav
male_sad,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/DC_sa02.wav
male_neutral,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JE_n07.wav
male_neutral,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JE_n13.wav
male_angry,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JK_a03.wav
male_happy,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JE_h15.wav
male_happy,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JE_h01.wav
male_neutral,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/KL_n10.wav
male_neutral,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/KL_n04.wav
male_surprise,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JE_su03.wav
male_surprise,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JE_su01.wav
male_surprise,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JE_su15.wav
male_neutral,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/KL_n12.wav
male_neutral,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/KL_n06.wav
male_happy,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JE_h03.wav
male_angry,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JK_a15.wav
male_angry,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JK_a01.wav
male_neutral,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JE_n05.wav
male_surprise,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JK_su08.wav
male_neutral,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JE_n11.wav
male_sad,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/DC_sa14.wav
male_happy,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/KL_h14.wav
male_happy,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/KL_h15.wav
male_happy,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/KL_h01.wav
male_sad,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/DC_sa01.wav
male_sad,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/DC_sa15.wav
male_surprise,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JK_su09.wav
male_neutral,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JE_n10.wav
male_neutral,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JE_n04.wav
male_angry,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JK_a14.wav
male_happy,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JE_h02.wav
male_neutral,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/KL_n07.wav
male_neutral,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/KL_n13.wav
male_surprise,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JE_su14.wav
male_neutral,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/KL_n22.wav
male_disgust,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JE_d02.wav
male_surprise,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/KL_su02.wav
male_fear,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JE_f14.wav
male_neutral,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JE_n21.wav
male_surprise,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JK_su04.wav
male_neutral,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JE_n09.wav
male_surprise,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JK_su10.wav
male_disgust,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/KL_d01.wav
male_disgust,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/KL_d15.wav
male_angry,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/DC_a02.wav
male_fear,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/KL_f03.wav
male_fear,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/KL_f02.wav
male_angry,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/DC_a03.wav
male_disgust,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/KL_d14.wav
male_neutral,SAVEE,/Users/devpatelio/Downloads/Coding/Python/pyTorch/audio_mood/ALL/JE_n08.wav
